layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.58984375,-0.004331588745117186,0.022639683314732144,0.021449497767857144,0.04771205357142857,0.050571986607142856,0.034877232142857144,0.04680524553571429,0.019077845982142856,0.016950334821428572,0.0014125279017857143,0.10871233258928571,0.009669712611607142,0.0006190708705357143,0.022635323660714284,0.012826102120535714,0.0005198887416294571,0.0012403215680803572,0.0013089861188615999,0.005100795200892857,0.03264508928571429,-0.016427176339285716,0.0064697265625,0.08928571428571429,0.08290318080357142,0.09347098214285714,0.06605747767857142,0.06877790178571429,0.003173828125,-0.0025040762765067143,-0.002796718052455357,-8.722833756889616e-09
1,0.0693359375,0.0072021484375,0.0011117117745535715,0.03382219587053571,0.0011711120605468715,0.011551448277064728,0.013022286551339286,4.032679966517139e-05,0.023088727678571428,0.0017236982073102571,0.21184430803571427,0.021187918526785716,0.016564505440848216,-0.0007416861397879572,0.0010940006801060285,0.008383614676339286,0.0099454607282366,0.04815019880022321,0.003077098301478786,0.014474051339285714,0.00027745110648017896,0.043437140328543525,-0.009368896484375,-0.021711077008928572,0.003880092075892857,0.003025599888392857,0.004037039620535714,0.0027988978794642855,0.005078996930803571,0.006949288504464286,0.006892613002232143,0.01220703125
2,0.0022223336356026716,-0.0016512189592633856,0.0030005318777901716,0.002491542271205357,0.025442940848214284,0.015341622488839286,-0.002284458705357143,0.05341448102678571,0.0014623914446149633,0.007790701729910714,0.007536751883370529,0.014936174665178572,-0.005118233816964286,-0.0005024501255580357,-0.06480189732142858,-0.008544921875,0.008548191615513385,0.0044114249093191995,0.0035285949707031285,-0.011474609375,-0.0008382797241210857,-5.199440887996129e-06,0.0002494539533342857,-9.025846208838616e-06,0.042140415736607144,0.00020538057599749955,0.004930768694196429,0.009381975446428572,0.013179234095982142,0.014632088797433043,0.003562927246093757,0.016023908342633928
3,-0.03745814732142857,-0.0028468540736607145,-0.0001220703125,0.001723153250558043,0.004261561802455357,0.003135596002851203,0.0040283203125,-0.0009144374302455285,0.08396257672991071,0.024899891444614956,0.030933925083705356,0.007952008928571428,-0.023995535714285716,-0.007938929966517858,0.0009525844029017857,-0.005902971540178571,0.004738943917410714,0.001240730285644543,7.683890206474285e-05,0.0037411621638706863,-0.005855015345982143,-0.013312203543526786,-0.019478934151785716,0.0036326817103794575,-0.006673540387834828,-0.006330217633928571,0.0012860979352678572,-0.11893136160714286,0.011928013392857142,0.019640241350446428,-0.012837001255580358,-0.00047520228794642856
4,-0.009286063058035714,-0.004627772739955357,-0.008196149553571428,0.001564025878906243,-0.005824497767857143,0.012486049107142858,-6.975446428571428e-05,0.009434291294642858,0.010973249162946428,-0.0026027134486607145,0.005942208426339286,0.006604875837053571,0.00048010689871651424,0.012917654854910714,0.0015825544084821428,0.021798270089285716,-0.014683314732142858,0.027252197265625,0.005584716796875,-0.04645647321428571,-0.026890345982142856,-0.007149832589285714,0.0064697265625,0.0019493103027343856,0.05262211390904017,0.034184047154017856,0.03857421875,0.051040104457310255,0.019871303013392856,-0.00738525390625,0.00017547607421874282,-0.008507864815848214
5,-0.006011962890625,-0.05018833705357143,0.009541647774832586,0.022896902901785716,0.01513671875,-0.016270228794642856,0.07700892857142858,0.026611328125,-0.0014615740094866142,0.0014059884207589285,0.0005564008440290285,-0.006330217633928571,-0.0026604788643973146,0.014256068638392858,0.0018593924386160715,0.005072457449776786,0.015066964285714286,0.0595703125,-0.008411952427455358,-0.002645765032087057,-0.0016261509486607143,0.05744716099330357,-0.17309788295200892,-0.017290387834821428,-0.0021645682198660715,0.013480050223214286,0.05391148158482143,-0.016441345214843743,0.10919843401227679,0.016653878348214284,0.02880859375,0.022024972098214284
6,-0.0009242466517857143,0.013933454241071428,0.0006888253348214286,-0.007298060825892857,0.0037809099469866,0.03154645647321429,0.02294921875,0.004268101283482143,0.014167785644531241,0.07386997767857142,0.013613019670758928,0.012422152927943643,0.019082205636160716,0.111083984375,0.03386579241071429,0.1259765625,0.04080963134765624,0.0574951171875,0.013318743024553572,0.07810756138392858,-0.00022670200892857144,0.0047607421875,0.050816127232142856,0.025739397321428572,0.0018441336495535715,-0.0020533970424107145,-0.0190462384905134,-0.010768345424107142,-0.052001953125,0.1138916015625,-0.0043760027204241,-0.05095563616071429
7,-0.0010877336774553572,-0.0007880074637276714,0.016709225518362864,-0.10205078125,0.002810886928013386,0.0010506766183035715,0.0020315987723214285,-0.005626133510044643,-0.016462053571428572,0.007291521344866071,-0.004428318568638386,-0.02392578125,-0.004660470145089286,-0.004993438720703114,-0.005789620535714286,0.006080627441406242,-0.007766451154436386,-0.007033211844308043,-0.0008588518415178571,-0.003965105329241071,0.013959612165178572,-0.019845145089285716,-0.00020926339285714285,-0.12109375,0.11837332589285714,-0.09640066964285714,0.016767229352678572,-0.057155064174107144,0.0230255126953125,0.053558349609375,0.022565569196428572,0.006203787667410714
8,-0.2927943638392857,-0.052097865513392856,-0.06175885881696429,-0.12981305803571427,-0.0017613002232142857,-0.011180332728794642,0.020054408482142856,-0.04119001116071429,0.0693359375,-0.048130580357142856,0.009787423270089286,-0.028416224888392856,-0.08182198660714286,0.004307338169642857,0.17787388392857142,-0.015263148716517858,-0.011359078543526786,0.00885009765625,-0.005990164620535714,-0.03227015904017857,0.029453822544642856,0.010923113141741072,0.01171875,0.025626046316964284,-0.0005929129464285714,-0.06556919642857142,0.12095424107142858,0.017787388392857144,-0.0018659319196428572,0.03369140625,0.032924107142857144,-0.050929478236607144
9,0.018526349748883928,-0.023402622767857144,0.027622767857142856,0.04638671875,0.0034724644252232145,0.003277369907924114,0.0031520298549107145,-0.0025057111467634,0.04098728724888393,0.018266950334821428,0.015389578683035714,0.006984165736607143,-0.09549386160714286,0.08649553571428571,0.0032958984375,-0.047642299107142856,-0.0032958984375,0.008527483258928572,0.02734375,-0.009294782366071428,-0.04931422642299107,0.071929931640625,0.007097516741071429,-0.024366106305803572,0.016619001116071428,0.04766845703125,0.005364554268973214,-0.08552769252232142,-0.004132952008928571,-0.004246303013392857,-0.024518694196428572,-0.13228934151785715
