layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.45488966557017546,0.006994280898780152,0.024175008138020832,0.03661573978892544,0.04716625548245614,0.06476579632675439,0.0639209412691886,0.04288951137609649,0.027926796361019735,0.0355816222073739,0.003575575979132402,0.06769976699561403,0.012084425541392545,0.013883356462445175,0.04342584442674068,0.013924581962719298,0.0007166276898300404,0.0011682343064693,0.0016776302404570963,0.006065251534445244,0.020859032346491228,-0.006638175562808389,0.009522555167214912,0.0735034608004386,0.041837993421052634,0.0854406524122807,0.04835483484100877,0.08643863075657894,0.002045648139819765,-0.0006882349650065007,0.0013437103806880472,-1.0074580674418378e-05
1,0.04291039182428728,0.0051954503644976655,-0.0004802168461314438,0.01966456363075658,0.0006855412533408702,0.020121921572768892,0.01580104493258292,-0.001364808333547486,0.02233351322642544,-0.0022868440862287578,0.18245014391447367,0.022534822162828948,0.004978113007127193,0.002554307904159814,-0.0006252422667386246,0.005875871892560992,0.006301829689427429,0.034556915885523745,0.003340800603230792,0.015965511924342105,8.160346432735673e-05,0.040100969766315664,-0.0018810472990337193,0.4230089689555921,0.010703638980263157,0.006734279164096765,0.005917733175712716,0.004281374446132727,-0.01705705073841831,-0.0035044352213541665,0.0031911281117221755,0.010920742101836623
2,0.00027780365525630524,-0.0035711589612458863,0.0010561692087273841,-0.006638108638294956,0.002375619453296326,0.007257294236567982,-0.008115534196820175,0.0359530532569216,-0.00011203163548520066,0.0068154585988898,0.003124019555878223,0.012818152444404471,0.5059193393640351,-0.12802324796977796,-0.04624965734649123,-0.029439022666529605,0.001818472878974786,0.0009085086354038199,0.0016280893693890472,-0.030346251370614034,0.49626507675438597,0.001151825513756046,0.036516089188425166,0.0040075737133360686,0.013079191509046052,0.05264901905729059,0.6398328814590186,0.1813873157166598,0.008431518286989449,-0.008722539533648576,0.0027619746693393686,0.01678617377030222
3,-0.031294973273026314,-0.013058913381476151,0.0005928842644942439,0.0008481678209806719,-0.000833532266449517,0.00047389875378524575,0.010836149516858552,-0.004293374847947507,0.04808874297560307,0.010731345728824013,0.008948945162589088,0.007901785666482492,-0.018520422149122806,-0.003560760564971387,-0.0016587575276692647,0.004091731288976837,0.0034758249918619773,0.0012352675722356495,0.0003287635351482125,0.005967951657479268,-0.007256758840460526,0.00436183862518846,-0.014804773163377192,-0.00045806483218544734,0.0018544113426877755,-0.008543851082785088,0.015621193668298556,-0.0740575957716557,0.01019528037623355,0.061835707279673795,0.030817935341282895,0.000985865007367049
4,-0.006744384765625,-0.0020700923183508088,-0.005632367050438596,-0.001761302613375479,0.0009596305981017001,-0.005110757392749452,0.013863546806469298,0.016231536865234375,0.00010815001370613864,0.014875512374074836,-0.005062504818564967,0.005142295569704289,-3.136877428021095e-05,0.005012612593801396,0.002061007315652409,-0.016050372207373903,1.122096011513158,0.017152501825700724,0.002379919353284335,0.18246299342105263,0.004193891558730812,-0.01028576231839364,0.012081882409882127,-0.0007778301573636263,0.023113802859657685,0.02758360745614035,0.022434167694627194,0.029254921695642304,-0.0019670452987938596,-0.013387512742427355,0.0007224501224986264,-0.0054725513123629384
5,-0.0029634174547697335,-0.057974296703673246,0.00649463921262507,0.028278953150699015,1.9846148574561404,0.32546086896929827,-0.8109808135450932,-0.048079641241776314,0.35012978001644735,0.7887883771929824,0.09056546395285088,2.5197368421052633,0.004198810510468064,0.01020528559099164,0.0019999554282740563,0.009581716437088815,0.0244548195286801,0.012397632264254386,-0.004113582142612387,8.087827448258955e-05,5.889357182017544e-05,-0.031672427528782895,-0.19975200452302633,0.009301838121916118,0.0014397805197197088,0.017689755088404605,0.03700283117461623,-0.0030646073190789473,0.0841540955660636,0.009289507280316269,0.03906925937585663,0.017208969383908992
6,0.02625903748629386,0.01635246946100603,-0.00995140744928728,0.005039348936917489,0.029221852620442707,0.028526172303316884,0.03582442434210526,0.01475096585457785,0.004072206062183048,0.18114377741228072,0.006238431261296861,0.010388340866356566,0.04586390445106908,0.1597729063870614,0.10381290368866503,0.08531202349746436,0.037711800190440396,0.23387152688545093,0.026569809829979613,0.0738998714246248,-0.016303882264254384,0.032267252604166664,0.47552061917489036,-0.0059578209592584955,0.009759601793791118,-0.015129557827062774,-0.0259485077439693,-0.002975597716214365,-0.09978498492324561,0.3734205814830044,0.012655291640967653,0.06484372992264598
7,0.0021122045684279053,0.010373701129043312,0.08189612940738075,0.03346546909265351,0.009997317665501645,0.0009277243363229842,0.022657762494003565,0.02704285738760965,0.05150898715905976,0.14213910019188597,-0.001033046789336623,-0.0011341028046189684,0.018286788672731633,0.008168538411458334,0.03632796438116776,0.03366216023763021,0.011166288141618696,0.028881441082870753,0.06089648865816886,0.009002819395901864,0.03200986092550713,-0.025488334789610746,-0.007833313523677356,0.7531449167351973,0.3413997449372944,-0.2843103241502193,0.07219535426089638,-0.04620240864000822,0.0365581847073739,0.1802903560169956,0.09004934210526316,0.02896693714878015
8,0.9586160224780702,0.9633189418859649,-0.07106044836211622,-0.15309116296600878,0.008331298828125,0.02214210911800987,0.007984763697574011,-0.023388912803248355,0.9063613623903509,0.19964546069764255,-0.09892032020970394,2.714432565789474,0.21660306160910087,0.04384586267304002,-0.33293714021381576,0.10345914071066338,0.042588083367598686,-0.013220000685307017,-0.0037497804875959422,0.09461279082716557,0.06691327011376097,0.0162267852247807,0.03790975871839022,0.03363405194198876,0.10277804993746574,0.2938347532038103,0.14573910361842105,0.07308799342105263,-0.004852964167009321,0.29402883429276316,0.14189281798245615,0.7292865953947368
9,0.0574426483689693,0.07975528114720394,0.22919504266036184,0.05495667039302357,0.002000808715820312,0.005910639177288926,-0.0023485150253563596,0.0010459632204290017,0.0575586620130037,0.02793596501935992,0.07463502047354714,0.007214462547971487,-0.03641643858792489,-0.11806126644736842,0.00427841721919545,-0.012352123595120614,0.025245264956825657,0.03605625085663377,0.0319805479886239,-0.005047312954015898,0.09092136851528235,-0.09511044150904606,0.02881956937020285,0.07389483535498903,0.01796227170709978,-0.09363435444078948,0.006397247314453125,3.3732010690789473,0.13987812243009867,0.0667333770216557,-0.07080827679550439,3.250633908991228
