layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0018709988533696063,0.00044514861287949046,0.0006126391736766955,0.0009182027623623238,-0.0005465368681316152,0.00035488756397102024,0.0007434675965128037,0.0006677410270594376,0.000268504589418816,0.00018153613126730377,9.510486940794003e-05,2.8161308433433962e-05,0.0005469729628744041,0.00036539231674580897,0.0003846566888350456,0.0015604797797867003,0.0007996559143066366,0.001871954036664358,0.001105984555015083,0.0014897781082346467,0.0016459694391564481,-0.0003643820557413243,0.0007703274111204479,0.0007221366785749604,0.002077645893338358,1.739550240432025e-05,0.0003952980041503886,8.513052252274936e-05,-0.0005272732505315456,0.001022483729108984,0.00042135504227650727,0.0002959423427340338,0.00034961066668546853,0.0010768492010575323,0.00027830389481556684,1.847743988037294e-05,0.00034455408023882655,0.0003171449975122368,0.00014239851432510162,0.0008405250839040228
1,0.00010397464414185824,0.000992642173284214,-0.00020137617859659253,0.000590577910218057,9.336350839349373e-05,-0.0007776037047180992,1.3144899018201968e-05,3.6000008871660957e-06,2.8200541870503045e-05,4.7217391407817117e-07,0.0007499743111525918,5.939338780658863e-06,0.00023711482180825065,0.00014850761316999493,0.0008866877495488027,6.525727766978684e-05,-8.602081974850426e-05,6.507469128958789e-07,-0.0008200874811486328,0.0004091142099114919,0.005337485784216773,-0.00026887579809261285,0.005921955350079114,-0.0010440621194960245,0.0006888667239418507,0.0001715195329883427,0.0014585294300996764,1.289230429484756e-06,-1.3674408951909139e-06,9.43186916882522e-06,0.0005809204487860949,0.00024270407761199872,0.0008467662183544303,0.000341524051714546,0.00016588198987742758,0.0007050912591475494,0.0009786569619480582,0.004617280597928204,0.0003165353702593494,-0.0007751078545292709
2,0.0001456586620475677,0.0007085558734362633,0.0007029666176325189,0.00026274331008331554,0.00025572354280496067,0.00031043306181702577,0.0004315678077408002,0.0009063768990432165,0.0004764870752262133,0.0007825682434854607,9.450580500348933e-05,0.00033771539036231624,-0.00037177906760686507,-0.00010368256252023761,7.456220403501837e-05,4.2951182474063985e-05,0.00010433830792390472,0.002772832218604751,0.0002735607986208691,0.00013712161703954997,3.372979220710223e-07,0.0002293194396586286,0.0001351078854331513,-0.0003582193881650507,0.0007070106796071506,0.00038753883748114546,0.0017122075527529178,-0.0013993058023573468,2.0737134957613005e-05,0.0002167236201370795,0.000926717927184286,-0.0005098536044736455,0.001062248326555081,0.0003754579568211013,-0.002444882936115504,0.0008373260498046861,7.591812718140267e-05,0.000662598428846914,0.0004480096358287202,0.0001440289654309228
3,3.1563677365259114e-05,0.00039760975898066287,-0.004039909266218356,0.00019851176044608285,0.0007568612883362567,-0.0005670861352848096,0.0004809053638313405,0.0008313625673704506,0.0002197313912307152,0.00028666967078100255,8.357778380188401e-05,0.0007472370244279665,0.00015537044670007737,0.00016677907750576088,0.000598605675033376,-2.1106834653057424e-05,-0.0003034525279757363,0.00015016748935361328,-1.7317035530185795e-05,0.0019316250764870938,0.0009506805033623442,-0.00026995019067691515,0.001016526282588139,1.0478345653681608e-05,0.0005562094193470608,0.0018264523035363288,0.0008813459661942501,0.00019243699085863165,3.6939789977215e-06,0.0021751621101475946,0.0006280277348771908,-9.88848601715449e-05,0.00017997886561140798,0.000191368634187724,-0.00017425681971296387,0.00043085406098184397,0.0013655409028258511,0.00036260146128980496,0.0001297223417064794,0.00023933905589429744
4,1.0077334657506712e-05,-0.00016419495208353662,9.068054488942775e-05,8.004828344417651e-05,5.762788313854035e-05,7.465972176080717e-05,0.0002217926556550926,0.0008125667330584963,0.000129866449138782,0.000615566591673257,-7.344197623337372e-06,-0.00022025500671772423,0.0007540304449540152,0.00251238255561153,-0.0004066485392896373,2.8000602239295996e-05,-0.0005686977241612665,0.00013833860807780854,0.00038125243368028103,0.0005828760847260748,0.0005784306345106678,0.0007286494291281349,0.0004129953022244578,0.00039320052424563065,0.00014762335185762576,0.0002226708810540702,0.0011601387699948077,-0.000538675090934657,0.00036334689659408415,0.00032413458522362,0.0005272491068779683,0.00045247621174099745,0.00022227930117256595,0.00012952466554279544,0.00047369999221608615,0.001144910160499283,2.1581408343733964e-05,0.0005808721614789358,0.0001578391352786291,3.521955465969011e-06
5,0.002442866941041581,3.6555589942992486e-07,-5.9170813500122115e-05,-0.0004335174077673799,0.0004900075212309633,-0.00029295003866846984,-0.00013856646380846344,-0.0001318168036545307,-0.00032106230530558105,-0.00018185169636448343,0.0002336894409565985,3.533989568299525e-05,0.00019777179518832362,0.0003574460367613186,2.7529046505313923e-05,-0.0002545465396929405,-0.0003430458563792574,-0.0020135807085640825,-0.0014470740209651899,-0.0010476414161392405,-5.28097152709896e-05,3.5853325566189953e-06,-0.00026371207418320964,-6.634902350508483e-05,1.4655952212173183e-05,-0.001590873621687105,-7.87579183337069e-05,-7.797343821464676e-05,-0.00015066054802906857,-0.0003000852427905049,4.413912567910956e-05,-0.00023365322547623277,0.0025928458081016063,4.9805528000938735e-05,4.196280165563624e-05,-2.7827446973772552e-05,-0.00023443487626087847,-3.471329242368311e-05,-0.0008145585844788354,-4.366474061072061e-05
6,-0.0011608268641218355,-0.00016350082204310933,-0.00031548134888274675,-0.0003046929081784,0.0006132367291028003,0.0006603409972371908,-0.00020764749261397458,-0.003517875188513647,-0.004214854180058346,0.00020461746408969743,4.7055226338058026e-05,0.00040313261973706305,3.855934814561609e-05,0.0008262471307682145,0.0004261837729924848,0.00032040589972387256,-5.6540286993679477e-05,-0.000830508485625061,-6.43911240976038e-05,5.2186507212967405e-05,4.41236586510449e-05,0.00011255243156529709,-0.00014797645279124202,0.00012221479717688737,4.886675484573331e-05,-5.953221381464568e-05,-0.0002978843978688671,-0.00046230267874802154,-0.0002968220771113506,-3.1582916839160334e-06,-0.00012398746949207696,-0.00035176850572416293,-0.00044398971750766433,9.811075427864462e-05,-0.00024605853648125786,0.0008572204203545322,-3.267089022866399e-05,2.3237700703777842e-05,0.00010278556920305318,-0.000530146345307557
7,0.0002845684184303814,2.434170698817278e-05,3.763241103932661e-05,2.7475572085080416e-05,7.639881930773984e-05,-0.00023603741126724308,-0.0027827009370055378,-0.0002515527266490277,-0.0010974739171281645,-0.0005042764204966835,-0.00010292137725444112,-0.0007767858384530747,-2.2574316097182305e-06,-3.6736077900171525e-05,-4.218443285060676e-05,-9.934736203610636e-07,-0.00017004978807666485,-0.0012846656992465684,0.00021863285499282802,0.00011791986755178206,-0.0018417744696894772,-0.0002910276002521772,-0.00024430359466166493,-0.00042258636860907975,-4.302776312525995e-05,0.0002942070176329767,-9.21955591515627e-05,0.00010323750821848675,-7.825844650021423e-06,5.869246736357274e-05,-9.423267992236653e-05,-0.00020193751854232533,0.004672835144815569,0.01052383229702334,-0.00021139881278895402,0.00016673607162282406,0.0002605130400838731,-0.0002254413653023658,-0.003693333154992211,-0.00021613398684730805
8,-1.3227704205089104e-05,0.0003062509283234709,-2.940880912770468e-06,6.431869313686533e-05,-8.010128630867682e-06,-0.0004413173168520386,0.0002042919020109464,-0.000696242610110515,2.7885919884836956e-06,6.364870675004138e-06,-6.378451480141382e-05,-0.0008308796942988518,-6.884864613979559e-05,-0.0014367888245401495,-0.00033687639840041515,-0.0009040591082995442,-6.589123719854575e-05,-0.00038655573808694585,-4.659385620793297e-05,-0.00012133459124383849,1.0541722744319758e-05,7.299305517462532e-05,1.1412403251555368e-05,0.00014287063592596284,1.0370453701737901e-05,1.921945640558103e-05,-0.0001685792886758162,-0.00012071374096447933,1.2343442892703918e-06,4.892428464526703e-05,-0.00022081181972841463,-5.864927285832226e-06,1.0988380335550166e-05,-2.913978658144991e-05,-0.0007652187649207754,-0.00011464764800252873,-2.295250379586324e-05,-0.00010896257207363348,-0.00018142748482619675,-0.00012634713438492692
9,3.2387013676801106e-05,-0.0007279613350011153,-8.621283724337667e-05,0.0003721442403672587,-4.284819470175648e-05,2.2495094733900074e-05,-8.391428597365946e-05,9.940281698974572e-05,-1.2133694902250208e-05,-8.681737169434575e-05,-0.00023490567750568948,-0.006741294377966773,-0.0009040168569057834,-0.0004389934901949792,-0.0006137558176547658,4.484994879251937e-05,5.261015288437603e-05,0.00035188167910032514,0.00010013599184494778,0.0003218071747429797,-9.305303609826963e-06,-6.498038014278459e-05,-0.00011765202389487722,-0.0008954518957983102,-5.069375038146827e-05,-0.00017295532588717066,-0.00033138975312438194,0.00043433225607570513,6.310547454447053e-06,2.4883052970796188e-05,-0.00040884862972211393,-0.00033810168881960026,2.4113474012961015e-06,-0.00017996679378461027,-5.4110454607610076e-05,0.0003983582122416383,0.0009875644611406886,0.0004140455511551861,0.00022557755059833944,-0.005482836614681196
