layer,head,avg_sas_no_cot,frequency_no_cot,avg_sas_2S_cot,frequency_2S_cot,total_frequency
8,25,-1.037422694224668,14.0,-0.13357002945896015,7.0,21.0
0,15,-0.6773124193020019,10.0,-0.07500343957644848,7.0,17.0
8,22,-2.599133003451108,8.0,-0.598808117630375,7.0,15.0
17,26,-0.48667410605102346,11.0,0.0,0.0,11.0
17,24,-3.0004428954857794,5.0,-0.4850194415152241,6.0,11.0
14,0,-2.135475852272727,1.0,-0.7025037782073769,9.0,10.0
8,27,0.0,0.0,-1.6295886281802432,9.0,9.0
14,6,-2.5907487572059584,9.0,0.0,0.0,9.0
8,21,-2.7553685398743673,8.0,0.0,0.0,8.0
26,6,0.0,0.0,-0.11785858273630556,8.0,8.0
16,3,-0.6941757019882226,7.0,0.0,0.0,7.0
15,20,-2.159423828125,1.0,-0.591256904124842,6.0,7.0
27,10,-0.6046636336038542,5.0,-0.12109451174065075,2.0,7.0
14,12,0.0,0.0,-0.09732522159292263,6.0,6.0
5,5,0.0,0.0,-0.11466449793912344,6.0,6.0
11,26,0.0,0.0,-0.1912532903578586,5.0,5.0
3,13,-0.4924463166696628,5.0,0.0,0.0,5.0
16,1,-3.0988867985878854,5.0,0.0,0.0,5.0
12,24,-0.5457413284866898,2.0,-0.4362824187388288,3.0,5.0
17,14,-0.9894038256188749,3.0,-0.1916879507211538,2.0,5.0
14,1,-1.13151140948077,3.0,-0.09677791179801334,2.0,5.0
27,11,0.0,0.0,-0.09140241052000185,4.0,4.0
1,0,-0.31206470410244463,4.0,0.0,0.0,4.0
8,26,-0.2536291173986486,1.0,-0.08908494583634896,3.0,4.0
16,20,-1.9951822916666664,1.0,-0.1298707070455683,3.0,4.0
14,11,-0.0127389130354626,1.0,-0.08645438650758305,2.0,3.0
22,5,0.0,0.0,-0.2724010278721048,3.0,3.0
27,13,0.0,0.0,-0.05232225698386267,3.0,3.0
5,1,-1.62450929278173,3.0,0.0,0.0,3.0
19,22,0.0,0.0,-0.2161784451911252,3.0,3.0
17,8,-0.36630850332754633,3.0,0.0,0.0,3.0
16,9,0.0,0.0,-0.0813529026361159,3.0,3.0
23,13,-0.3096694987213018,2.0,-0.0467743646530878,1.0,3.0
2,26,-0.47884670185752354,3.0,0.0,0.0,3.0
0,3,-0.1055050275705666,2.0,0.0,0.0,2.0
25,13,0.0,0.0,-0.10959066285027395,2.0,2.0
26,7,0.0,0.0,-0.07340591672867061,2.0,2.0
3,11,-2.0030665542140156,2.0,0.0,0.0,2.0
1,4,-0.16332444105691055,2.0,0.0,0.0,2.0
14,18,-0.18548583984375,1.0,-0.0709870411799504,1.0,2.0
10,2,-0.3704837000647256,1.0,-0.0289642720282832,1.0,2.0
19,17,0.0,0.0,-0.24463584117400342,2.0,2.0
15,18,0.0,0.0,-0.6083665930706521,2.0,2.0
14,8,0.0,0.0,-0.5712048570315043,2.0,2.0
4,11,-2.1098689730205233,2.0,0.0,0.0,2.0
18,15,-0.17171472068724591,2.0,0.0,0.0,2.0
11,24,0.0,0.0,-0.0502442951443829,1.0,1.0
2,6,0.0,0.0,-0.0638662484975961,1.0,1.0
8,12,0.0,0.0,-0.2223917643229166,1.0,1.0
8,24,0.0,0.0,-0.55432831520258,1.0,1.0
9,25,0.0,0.0,-0.0601953125,1.0,1.0
15,14,0.0,0.0,-0.0594287986186013,1.0,1.0
12,27,0.0,0.0,-0.0048324831070438,1.0,1.0
21,24,0.0,0.0,-0.0699868408533243,1.0,1.0
21,5,-0.1779235605992576,1.0,0.0,0.0,1.0
18,10,0.0,0.0,-0.1863850911458333,1.0,1.0
17,1,-0.11542236328125,1.0,0.0,0.0,1.0
19,21,0.0,0.0,-0.0920482397079467,1.0,1.0
19,20,-0.734423828125,1.0,0.0,0.0,1.0
25,17,-0.3239760928683811,1.0,0.0,0.0,1.0
25,15,-0.4704706101190476,1.0,0.0,0.0,1.0
24,10,-0.15843198491239,1.0,0.0,0.0,1.0
24,8,0.0,0.0,-0.0801328023274739,1.0,1.0
22,2,-0.3831809714988426,1.0,0.0,0.0,1.0
26,19,-0.1957892056169181,1.0,0.0,0.0,1.0
27,2,0.0,0.0,-0.0303478240966796,1.0,1.0
27,12,0.0,0.0,-0.1510241145922587,1.0,1.0
