layer,head,avg_sas_no_cot,frequency_no_cot,avg_sas_2S_cot,frequency_2S_cot,total_frequency
42,30,2.359246357073452,15.0,0.3558594715763287,9.0,24.0
29,9,2.545637830572115,8.0,0.2564448787495508,11.0,19.0
50,20,0.9632608831087548,7.0,0.5482416000328887,10.0,17.0
20,23,3.8602024841685076,4.0,1.622041446136941,11.0,15.0
24,16,0.7234091811974216,6.0,0.26713541333223983,9.0,15.0
41,4,0.7510797909258157,4.0,0.22509350958882973,10.0,14.0
36,23,4.0684252835511066,7.0,1.3296531855894762,7.0,14.0
54,1,0.5104059820087029,4.0,0.5547683275141355,8.0,12.0
32,24,4.523958246552948,11.0,0.0,0.0,11.0
16,22,0.7867285507397095,9.0,0.0696487452672875,2.0,11.0
32,20,0.0,0.0,1.6203087150792883,11.0,11.0
41,35,1.1749000215715295,7.0,0.6046950634070057,3.0,10.0
26,30,2.0520070786230695,10.0,0.0,0.0,10.0
48,19,0.5137655935345687,6.0,0.18613672342988577,4.0,10.0
41,7,4.102309997839862,5.0,1.696387522691866,4.0,9.0
37,24,1.6727855761230395,8.0,0.0,0.0,8.0
8,0,4.352714268566548,8.0,0.0,0.0,8.0
25,7,6.251455393145162,5.0,1.5025292194872346,3.0,8.0
34,10,0.0,0.0,1.450196253596328,6.0,6.0
35,25,0.6838231584478253,6.0,0.0,0.0,6.0
50,23,0.0845747773285505,1.0,0.4426089254877728,5.0,6.0
41,6,2.328125,1.0,0.20230589376250346,5.0,6.0
61,17,0.0,0.0,0.21169137098102445,6.0,6.0
20,20,3.3272243549315395,6.0,0.0,0.0,6.0
17,36,0.0,0.0,1.1976251971348282,5.0,5.0
25,24,2.828125,2.0,0.4235893617967375,3.0,5.0
32,22,0.726572603675986,3.0,0.07315654877097634,2.0,5.0
57,18,0.2340725493862159,3.0,0.5379573958260672,2.0,5.0
24,21,0.0,0.0,1.041279165599597,4.0,4.0
25,6,4.4375,1.0,1.3479180353089475,3.0,4.0
36,37,4.2984682718912754,4.0,0.0,0.0,4.0
38,36,3.631429948235437,4.0,0.0,0.0,4.0
40,16,1.9981282552083335,2.0,0.18377631353899154,2.0,4.0
38,30,3.8867420014880953,4.0,0.0,0.0,4.0
53,19,0.1166330973307291,1.0,0.05345815441412646,3.0,4.0
59,31,0.1545598333273086,2.0,0.4008521999631609,2.0,4.0
36,24,0.0,0.0,0.8582801458737542,3.0,3.0
54,2,0.5077552579954567,3.0,0.0,0.0,3.0
28,11,0.0,0.0,0.14382424270897579,3.0,3.0
25,4,1.311002943250868,2.0,0.0602795387569226,1.0,3.0
40,21,0.0,0.0,0.8410661681042585,3.0,3.0
34,39,0.620589362250434,3.0,0.0,0.0,3.0
42,32,4.234600172305765,3.0,0.0,0.0,3.0
60,10,0.05587974186159065,2.0,0.0,0.0,2.0
52,32,0.0,0.0,0.029301607550326552,2.0,2.0
39,10,2.416643415178571,2.0,0.0,0.0,2.0
51,11,0.0,0.0,0.8397509491804874,2.0,2.0
33,39,0.0,0.0,0.006173622135325201,2.0,2.0
22,36,3.2208997938368054,2.0,0.0,0.0,2.0
24,8,0.083956006547095,1.0,0.1640625,1.0,2.0
19,25,0.20906324154541325,2.0,0.0,0.0,2.0
13,36,3.48046875,2.0,0.0,0.0,2.0
23,19,0.0,0.0,0.13771579140111015,2.0,2.0
13,39,1.59375,1.0,0.1099853515625,1.0,2.0
42,5,1.0770467037431366,2.0,0.0,0.0,2.0
45,11,0.0,0.0,1.6044049944196428,2.0,2.0
41,15,0.0,0.0,0.1372720201600399,2.0,2.0
48,30,0.0,0.0,0.10040047322655771,2.0,2.0
35,23,0.0,0.0,0.9994328196455793,2.0,2.0
38,37,0.0,0.0,0.16872719486991125,2.0,2.0
35,36,1.69091796875,1.0,1.3828125,1.0,2.0
36,16,0.0,0.0,2.082659040178571,2.0,2.0
32,16,0.0,0.0,0.1387754127993221,2.0,2.0
1,29,0.3815524193548387,1.0,0.0,0.0,1.0
1,17,2.052083333333333,1.0,0.0,0.0,1.0
13,16,0.0,0.0,0.0889689127604166,1.0,1.0
29,12,0.0,0.0,0.0207042982290079,1.0,1.0
26,32,5.3125,1.0,0.0,0.0,1.0
25,8,0.0,0.0,1.0703125,1.0,1.0
25,35,0.2164269574740637,1.0,0.0,0.0,1.0
19,16,0.0,0.0,0.09521484375,1.0,1.0
18,38,0.0923817952473958,1.0,0.0,0.0,1.0
17,30,0.0,0.0,0.13671875,1.0,1.0
20,19,0.0,0.0,0.1396484375,1.0,1.0
14,8,0.0,0.0,0.0034849441599571,1.0,1.0
5,4,2.09375,1.0,0.0,0.0,1.0
7,33,0.0,0.0,0.11181640625,1.0,1.0
30,28,0.0,0.0,0.09423828125,1.0,1.0
29,14,0.0,0.0,0.0926426478794642,1.0,1.0
33,11,0.0,0.0,0.1744155883789062,1.0,1.0
34,27,0.0,0.0,0.0041298804972579,1.0,1.0
35,27,0.0,0.0,0.19091796875,1.0,1.0
38,11,0.0167871058272154,1.0,0.0,0.0,1.0
30,9,0.0,0.0,0.0257449726482014,1.0,1.0
30,26,0.0,0.0,0.1456120808919271,1.0,1.0
45,13,0.1083558400472005,1.0,0.0,0.0,1.0
43,4,0.0921394455600792,1.0,0.0,0.0,1.0
41,24,1.4521484375,1.0,0.0,0.0,1.0
42,3,0.3229271673387097,1.0,0.0,0.0,1.0
42,6,0.0895309985523492,1.0,0.0,0.0,1.0
41,26,0.0,0.0,1.8828125,1.0,1.0
45,12,0.0,0.0,0.0654997574655633,1.0,1.0
43,30,1.9290364583333333,1.0,0.0,0.0,1.0
45,9,0.0,0.0,0.0560078154439511,1.0,1.0
52,31,0.0291719338566479,1.0,0.0,0.0,1.0
48,35,0.0,0.0,0.1512400309244791,1.0,1.0
54,4,0.0,0.0,0.2973225911458333,1.0,1.0
61,22,0.0508627640573602,1.0,0.0,0.0,1.0
