layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0011516147189670112,-2.7762518988688908e-05,-0.0026762220594618003,6.0692192012841904e-15,0.0029296875,-0.0002907647026909562,-0.000886638959248837,-0.0009242163764105736,-0.0028550889756944445,-0.0009562174479166666,-1.4596515231660242e-05,-0.0017895168728298558,-0.0032246907552083335,-0.0017225477430555555,0.0022074381510416665,1.9350813494788277e-08,-0.0080718994140625,0.000497923956977,0.017533196343315967,0.0002850426567925224,-0.0043182373046875,0.003451877170138889,-0.006415473090277778,0.001293606228298611,0.0021803114149305555,-0.0006671481662326222,0.0010630289713541667,-0.0007394154866536444
1,-5.541907416448924e-05,0.0062255859375,-0.003589206271701389,-1.1907683478446785e-05,-0.0007587009006076333,-6.655024157630072e-06,-0.009897867838541666,-0.012101915147569444,-0.006388346354166667,0.0019819471571180555,-0.009116278754340278,-0.005182902018229167,-0.009068806966145834,-0.003807067871093745,-0.0026062859429253557,-0.00428513685862223,-0.019558376736111112,-0.0002969106038411111,-0.023539225260416668,-0.013295491536458334,-0.050130208333333336,0.005527072482638889,-0.00079345703125,-0.0012635125054253334,-0.011182573106553828,-0.0023456149631076333,0.013861762152777778,-0.003379821777343755
2,-0.00026151869032118886,0.00012376573350694444,-0.0005527072482638889,-1.52587890625e-05,0.05588107638888889,-0.0012605455186631889,0.0009901258680555555,0.003750271267361111,0.0006306966145833334,0.00045861138237847783,0.005208333333333333,0.006232367621527778,0.0002593994140625,0.001858181423611111,0.004977756076388889,-0.0014419555664062556,0.0022989908854166665,0.010240342881944444,0.004672580295138889,0.006612141927083333,0.0439453125,0.007466634114583333,0.004252115885416667,0.0008595784505208334,0.009290907118055556,0.002943860159979907,0.012296888563368056,-0.0009982850816514554
3,0.006473965115017356,-0.00010903676350912222,0.001132541232638889,0.011216905381944444,0.002841525607638889,-0.0006951226128472222,0.001529269748263889,0.001898871527777789,0.2638888888888889,-0.0011876424153645668,-0.003344072235955132,0.002417670355902778,-0.002851274278428811,-0.004265679253472222,0.031060112847222224,-0.0014512009090847369,0.011555989583333334,-0.007787068684895833,-0.0008765326605902778,-0.003716362847222222,-0.001705037222968204,0.0003134409586588444,-0.0014197561475965794,0.001070234510633678,-0.0015618006388346333,-7.788340250652221e-05,-4.365709092882224e-05,-0.000560601552327489
4,0.0072784423828125,0.0032662285698784777,0.0016860961914062556,0.003673129611545144,0.004634009467230912,0.0019819471571180442,0.0028822157118055555,0.0004442930221557284,0.019682142469618056,0.09708658854166667,0.004321628146701378,0.0016440815395778905,3.6352210574674004e-05,0.0133819580078125,0.00016445583767359443,0.014302571614583334,0.004227320353190122,0.014726426866319444,-6.83996412489052e-05,0.0006506178114149333,-6.715456644687066e-06,-0.00010130140516491111,2.3126602172843228e-05,-0.0031391249762640996,0.003436194525824667,-0.0004010730319552666,0.0007915496826171777,-0.0008553398980034666
5,-0.009784274631076388,-0.0003070036570230859,-0.0009104940626356172,-0.0009859932793510999,-0.0022394392225477556,-0.1943291558159722,-0.018510606553819444,0.009175618489583334,-0.00010172526041666667,0.0033399793836805555,0.0015360514322916667,0.003344217936197922,0.007802327473958333,0.00048277113172742227,1.2715657552000453e-06,0.026272243923611112,0.004081938001844633,0.012357923719618056,0.029656304253472224,0.4388020833333333,-0.0005739000108506998,0.008597109052870013,-8.15921359591111e-06,3.891521030000225e-05,0.008207533094618056,3.645817438760595e-05,0.0010053846571180221,6.362464692856073e-05
6,-0.0016742547353108827,-0.00037037788165937536,-2.0987457699241017e-05,-0.0007650057474772222,-0.0006587770250108197,-0.0008455912272135444,-0.00012897120581731536,-0.003488646613226989,-0.0009447733561197554,-0.025071885850694444,-0.009512159559461811,0.004852294921875,-0.0020294189453125,-8.477105034722223e-06,0.002119011349148209,-0.00013849470350479998,0.00011401706271698889,-0.0021278527047899074,0.013427734375,-7.467799716523454e-05,-0.0004128350151909666,0.00019914574093288633,0.0026694403754340223,0.000396728515625,-0.00010212924745345612,-0.0001534753375583211,-8.402930365667983e-05,1.823570993211048e-05
7,-0.001416524251302089,-0.005391438802083333,-0.007178412543402778,-0.0006637573242187444,-0.0010130140516493111,-0.00022174252404104974,0.022432115342881944,-0.004134919908311623,0.0017064412434895778,0.003292507595486111,0.020511203342013888,-0.00015587276882594444,-0.00014055437511868016,-3.761715359158895e-05,0.001466115315755211,0.004941198560926657,0.0022566053602430555,0.00015258789062498883,0.008436414930555556,0.0010291205512152888,0.0037434895833333335,-0.0029212103949652667,-0.013869391547309033,-0.0047760009765625,-0.004572126600477445,-0.001788245307074633,-0.002177980211046,-0.00043667687310113327
8,-0.028849283854166668,-0.0011306338840060667,-0.0028788248697916665,-0.006412082248263889,-0.001836988661024311,0.0039049784342448,0.0016386244032118114,-0.07891167534722222,-0.022545708550347224,-0.12806532118055555,-0.018536461724175356,-0.0036749309963650064,-0.22239176432291666,0.001119759347703707,-0.0007759730021158778,-0.002807193332248278,-0.003351847330729178,-0.0007536146375868111,-0.005724589029947922,-0.0015131632486979222,-0.0004559622870551098,0.0035742653740776934,0.8847927517361112,0.484375,0.3870713975694444,-0.05364990234375,-0.0771484375,2.0746527777777777
9,0.0006654527452257,-0.002089606391059033,-0.013012356228298612,-0.0028228759765625,-0.031236436631944444,-0.0020451015896267334,-0.0244140625,-0.013190375434027778,0.018568250868055556,-0.003895653618706611,-0.003039889865451389,0.06501600477430555,-0.0002379682328965554,-0.0021824306911892334,0.0012864006890190998,0.0005120171440972222,0.0035875108506944445,-0.010356479220920145,-0.0006290011935763889,0.0016098022460937556,-0.00043275621202257784,-0.0009646945529513889,-0.026553683810763888,-0.06456841362847222,-0.0071133507622612785,-0.1300998263888889,-0.05955335828993055,0.0007715755038791163
10,0.004137251112196189,0.0017019907633463666,0.0783047146267361,-0.0007597605387369778,-0.0029864841037326333,-0.00010617574055989306,0.00040351019965277775,-0.0033671061197916665,-0.0014593336317274444,-0.013224283854166666,-0.0008767445882161445,-0.005476209852430556,-0.0013224283854166667,-0.008427090115017355,-0.0012421078152126666,-0.001169416639539911,-0.0005141297976175611,-0.00028016832139754304,-0.0004903740353054325,-0.053290473090277776,-0.0018049875895182,-0.0009550518459744035,-0.00045935312906897775,0.0004177093505859333,-8.228090074327537e-05,-0.0003119839562310137,-5.331304338240981e-05,-9.644362661571191e-05
11,0.0015801323784722222,-7.92609320746333e-05,-0.010586208767361112,-0.001363754272460911,-0.003037134806315111,-0.0012444390190972333,-0.0009346008300781223,0.0008790757921006998,0.19560072157118055,-0.0005904303656683999,-0.005265977647569444,-0.00029002295600042224,-0.0077334509955512215,-0.033854166666666664,0.0005993313259548555,0.0001229180230034667,0.0006060070461696909,-0.0005840725368923779,-0.00012432204352485086,-9.157260258991194e-05,0.00011878543429904444,0.0005476209852430444,0.0027363300323486415,-0.047607421875,0.10407850477430555,-0.004526774088541667,-0.010036892361111112,-0.0077162848578558995
12,-0.00021457672119137776,0.0015326605902777778,-0.000767707824707,-0.00016113784578109666,-0.0004468493991428111,-4.243167738119483e-05,-0.00016954210069444444,0.014987521701388888,-0.041422526041666664,-0.0025126139322916665,0.00029246012369792227,-0.008463541666666666,-0.06681315104166667,-0.00042555067274305556,0.0035574171278211775,-0.036933051215277776,0.008216434054904524,-0.011174519856770834,-0.0034871631198459107,-0.000213623046875,0.0033115810818142447,-0.00024896197848848264,-0.00469970703125,-0.0005431705050998333,0.9646267361111112,-0.000982522964477539,-0.00042724609375001117,-0.036887274848090276
13,0.0013995700412326444,0.003924475775824667,-0.0019514295789930555,0.0013294219970703114,0.003846062554253467,-0.006001790364583333,-0.002177768283420133,-0.005549324883355033,-0.00023470984564889303,-0.00010862615373399869,-0.0008150206671820469,0.004892985026041667,0.0018431345621744669,0.00017685360378689376,-0.014773474799262144,0.0018299950493706667,0.00770293341742621,0.004550509982638889,0.010103013780381944,0.007719251844618056,0.016267564561631944,-0.0030924479166666665,-0.011440700954861112,-0.003996955023871533,-0.008705986870659722,-0.00543212890625,-0.003559324476454,-0.014166937934027778
14,1.3472222222222223,-0.001522488064236111,0.301513671875,0.07278654310438369,0.2522243923611111,6.839964124890729e-05,0.3025444878472222,0.005021837022569444,0.8704427083333334,0.003638797336154511,-0.06892225477430555,-0.1691623263888889,-0.007236056857638889,0.017494201660156243,-0.010882907443576388,-0.0030992296006944445,-0.0063769022623697885,-0.0034455193413628557,-0.14906141493055555,-0.004737854003906245,-0.001468234592013889,-8.636050754138492e-06,-0.017137315538194444,0.0081787109375,-0.0401611328125,-0.0005406273735894,-0.003956264919704866,-0.009607950846354166
15,-0.006266276041666677,-0.011449178059895834,-0.003093295627170144,-0.0025499131944444445,-0.006758160061306433,-0.0013285213046603734,-0.0011798010932074499,-0.004506429036458333,-0.00014614914026522854,-0.0002677701413631203,-6.002850002711767e-05,-0.00021839141845702705,-0.00036289956834578696,-0.002170562744140644,-0.03870985243055555,0.009669833713107633,-0.004360622829861111,-0.001874923706054678,0.5062934027777778,0.006061024136013456,0.9283854166666666,-0.00043074289957681106,-0.003224266899956589,0.001076486375596789,0.029852973090277776,0.004528469509548611,-0.0002644326951768556,5.700853135850007e-05
16,-0.03364393446180555,0.038675944010416664,-0.006732516818576389,-0.05355495876736111,-0.029371473524305556,-0.076171875,-0.007985432942708334,0.10933600531684028,-0.003478580050998267,-0.010396321614583334,-0.00017134348551433332,0.014574686686197911,0.005683475070529523,0.04664866129557291,-0.017484876844618056,0.004007127549913189,-0.061760796440972224,-0.053243001302083336,-0.039042154947916664,0.015028211805555556,-0.2587619357638889,-0.0004989041222466168,-1.0596381295557931e-07,-0.0004298422071668927,-0.007179896036783845,-0.00024206108517116625,5.9975518120633326e-05,-0.0007165273030598889
17,-0.002103381686740469,-0.002417670355902789,-4.909435907998008e-05,0.0004336039225260333,8.246964878507384e-05,-0.0028470357259114667,0.00010034773084849931,0.003002590603298611,0.094146728515625,-0.0009294086032443556,0.0021440717909071223,-0.00024151802062985712,0.0026878780788845667,-0.00011973910861544445,-0.07192484537760417,0.016869439019097224,-0.00021733178032766663,0.007171630859375,0.6446126302083334,0.015387641059027778,0.07055452134874132,-0.001636081271701389,-0.009921603732638888,0.004165755377875433,0.4310709635416667,-0.0037994384765624774,-0.0712246365017361,-0.003831386566162117
18,-0.0028139750162760333,-0.0008765326605902554,-0.0008882946438259368,-0.0016555786132812333,-0.024061414930555556,-0.012396918402777778,-0.003276533550686312,-2.2936878134593992e-06,-0.0005796750386555834,0.00017371442582871484,-0.16267903645833334,-0.0014287100897895,-0.000279956393771711,-0.017500135633680556,-0.048787434895833336,-0.08856879340277778,-0.1340603298611111,-0.0009272893269856667,-0.04853990342881945,-0.003704494900173611,-0.0017094082302517332,-0.0006693469153510141,-0.004981994628906255,-0.00152587890625,-0.018290201822916668,-0.0004591279559665284,-0.006052652994791667,-0.0026245117187500113
19,-1.2476042394880507e-17,0.003883361816406245,0.003899468315972222,0.003075493706597222,5.377663506401146e-05,-0.0046405792236328,0.0014080471462673558,-0.005466885036892366,-0.0008279085159301717,-0.00045140584309895555,-0.0032382541232639003,-0.003042432996961811,-0.008611043294270844,-0.000998801655239515,0.0041656494140625,0.050950580173068576,0.0004730224609375,-0.05492994520399305,-0.026212904188368056,-0.020975748697916668,0.167694091796875,-0.0724063449435764,-0.2100897894965278,-0.0017159779866536458,-0.0017327202690972222,-0.024278428819444444,-0.046410454644097224,-0.0004523595174153778
20,-0.0005774497985839642,0.0006535847981770777,-0.003509945339626733,-0.004307005140516489,-0.0011562771267361,-0.001575973298814549,-0.0019683837890625113,-0.0025694105360243,0.015137036641438787,0.004913330078125,0.0003015730116102444,-0.003227445814344611,0.0007359716627332899,-0.0008405976825290048,-0.0019987954033745666,-0.0036479102240668335,-0.005395571390787755,-0.06166966756184896,-0.01217714945475261,0.0009849866231282525,0.0007171630859375013,-0.006718105740017356,-0.0001266267564561555,-0.0021002822452121216,-0.001110500759548611,-0.00044743220011392217,-0.0025969611273871556,-0.01167170206705729
21,-0.0008575386471218602,-0.00014262729220921116,0.006346808539496523,0.0014459821912977335,-0.0027915106879340223,-0.005966610378689221,0.002051141526963978,-0.0014188554551866446,-0.0006725523206922763,5.79978028933169e-05,0.00039778815375433093,-0.00019074148601954863,0.00014776653713650207,0.006314595540364578,-0.005875163608127178,-0.009627766079372848,-0.00030655331081812215,-0.0025787353515625,-0.0014358626471625408,-0.0005857679578993111,-0.0006013976203070779,0.0038558509614732474,-0.015176137288411488,-0.0005163616604275,0.06167263454861111,-0.007840620146857361,-0.00012585851881239703,0.003269407484266478
22,0.0036112467447916557,0.13469441731770834,-0.00012641482883026802,0.027530762884351943,0.11866251627604167,0.17942979600694445,0.004985597398545989,0.008945888943142355,-0.002990192837185322,-0.001306957668728289,0.0003181828392876324,-0.0023678673638237776,-0.0006235970391167667,0.020337634616427944,0.00020366244845918888,-0.0004556179046630894,-0.0017636617024739557,0.0012595123714870778,-0.0002695719401041458,-0.00011911657121445009,-0.0011849800745645993,0.00031847423977319827,0.0033497280544704778,-0.0010539160834418446,4.662407769088741e-06,0.01690928141276042,0.0038373735215928772,-0.0033832126193576446
23,0.004469659593370233,0.0020520952012803664,-0.0024605857001410558,-0.0010306040445963777,-0.0014349619547526112,0.0026579962836371443,-0.006082746717664922,-0.000978469848632789,-0.005141364203559023,0.08003743489583333,-0.00022915999094644834,-0.005787743462456611,0.004323217603895378,-0.016035291883680556,-0.002142760488722065,-0.0019709269205729,-0.0020404656728108517,-0.0034134884675343755,-0.02612283494737413,-0.005131615532769088,-0.005109998914930556,-0.0005151695675319853,-0.0006140205595228346,-0.0011603037516276,-0.0015966627332899333,-0.006482442220052078,-0.0032554467519124294,-0.005059136284722222
24,-0.0014233721627129603,-0.0005198518435160361,0.00033073955112032725,-0.0001366345418824076,-0.00038186709086100327,0.0003123585548665858,-0.0012912485334608346,-0.00018988715277777778,-0.0169923570421007,0.009222030639648434,0.022519641452365454,0.008026123046875,-0.00016869439019096664,-0.008663601345486124,-0.019724104139539934,-0.0114593505859375,-0.0010632408989800222,-0.004013485378689233,-0.0020158555772569445,-0.003996425204806858,-0.0015474955240885443,0.020272148980034724,-0.0003718800014919601,-0.03660678863525391,-0.003958808051215278,-0.006705707973904089,3.4279293484157985e-05,-0.0017702314588758446
25,-0.0103759765625,-0.0038033061557346043,-0.0012363857693142221,-0.0011329121059841449,-0.0023854573567708335,-0.0006673600938585,-0.0005020565456813889,-0.011380725436740445,0.016166687011718743,-0.016851849026150178,-0.028581407335069444,0.0005009969075520777,0.015852186414930556,-0.022083706325954855,-3.252426783243815e-05,0.050059000651041664,-8.55459107292877e-05,-0.0012958314683702342,1.652662952740918e-05,-4.16561961173914e-05,0.004453023274739589,-0.0024284786648220555,-0.001662360297309,-0.003573947482638889,-0.0021328396267360997,-0.004237704806857644,-0.0020389556884765556,-0.002800014283921975
26,-0.017893473307291668,-0.015446980794270834,-0.013501061333550356,-0.01875559488932292,-0.016428099738227,-0.009098635779486762,-0.0492401123046875,-0.0034467909071180555,-0.000418807897302861,0.0017977820502387222,0.0034010145399305555,2.0316905445507843e-05,-0.006616380479600689,-0.0007116529676649332,-0.0025569068060981,-0.002570258246527778,0.02131398518880209,-0.0033001369900173667,-0.005764431423611111,0.024600558810763888,-0.0062495867411295775,-0.002175225151909722,0.0050146314832899335,-0.003647698296440955,-0.0020548502604166665,0.008185068766276045,-0.0011535220675998221,-0.005842420789930556
27,-0.005438698662651901,-0.008109198676215278,-0.008480495876736112,-0.008809407552083334,-0.012846204969618056,0.006375630696614578,0.05436346266004774,-0.012622833251953132,-0.0004234313964843542,-1.1404355367005272e-05,5.432074543263201e-14,0.004096798288325464,3.6349147932342635e-07,1.8957589231760608e-07,-0.0327606201171875,-0.017768012152777776,-0.010267469618055556,-0.01871845457288954,0.0007324218750000002,-0.006717258029513889,-0.009366353352864577,-0.00015767415364583334,-0.0022481282552083335,-0.012833065456814244,0.004935370551215278,-0.00030183792114256663,-0.004981146918402778,-0.012447781032986112
